2359,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2360,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2361,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2362,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2363,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2364,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2365,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2366,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2367,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2368,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2369,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2370,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2371,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2372,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2373,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2374,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2375,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2376,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2377,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2378,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2379,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2380,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2381,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2382,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2383,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2384,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2385,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2386,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2387,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2388,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2389,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2390,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2391,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2392,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2393,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2394,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2395,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2396,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2397,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2398,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2399,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2400,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2401,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
