2406,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2407,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2408,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2409,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2410,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2411,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2412,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2413,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2414,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2415,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2416,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2417,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2418,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2419,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2420,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2421,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2422,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2423,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2424,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2425,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2426,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2427,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2428,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2429,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2430,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2431,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2432,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2433,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2434,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2435,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2436,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2437,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2438,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2439,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2440,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2441,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2442,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2443,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2444,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2445,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2446,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2447,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2448,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
